label	text
0	习近平指出，“一代一路”倡议顺应时代潮流，适应发展规律，符合各国人民的利益，具有广阔前景。
0	截至2011年12月底，在进入新一轮住房限购预备队的城市中，仅有浙江的衢州和台州、广东的珠海跟进出台了相应的住房限购措施，且其执行范围均为中心城区，尺度也较为宽松。
0	初始阶段，勘探队对滩海地区的地质条件整体认识存在误区，前期准备不够充分，多次与油层擦肩而过。
1	在这次抗“非典”义卖筹款活动中，人们纷纷献出款项和爱心，并祝愿患者早日康复。
1	在那壮美的青藏高原上，是我祖祖辈辈生活的地方。
0	举行“我读经典”系列阅读活动，对改善青少年阅读的现状有着重要的意义。
1	2000年，我国以“江南水乡古镇”的统一命题，把浙北的南浔镇、乌镇、西塘镇这三座古镇与江苏的周庄、同里、用直三镇向联合国申报世界文化遗产。
1	每一个学生都具有创新的潜能，要激发这种潜能，就要看能否培养学生自主学习的能力。
1	全国儿童青少年近视防控会议近日在成都市青羊区举行，会议旨在以维护儿童青少年的健康权益为目的。
1	刚开始，由于对受灾地区的地质条件和地理环境的认识存在误区，导致了救援队伍多次陷入险境。
0	千百年来，我们都将阳光当作人类自由的象征，现在突然发现，我们并没有给阳光自由，我们亟须用一部专门的法律来保护阳光的自由。
0	思想和语言的关系是内容和形式的关系。
0	产业兴旺是乡村振兴的重点，而奶业是健康中国、强壮民族不可或缺的产业。
1	起初他只是为犯罪分子提供窝点，而后来则亲自上阵，打着推销保温材料的名义拐骗妇女。
0	2009年国家公务员考试报名于10月25日零时截止。据初步统计，中央国家机关公务员考试报考审查通过人数高达97万余人，最热门职位的竞争率首次超过4000∶1。
1	在俄政府接连出台救市举措的同时，国际油价出现小幅反弹，这在一定程度上推升了卢布，目前美元对卢布的汇率正逐步返回1比50的安全线。
1	正方形的彩色卡纸已经准备好了，现在，摆在幼儿园老师面前的任务就是如何教孩子们折兔子的问题了。
0	一个人在事业上能否取得成就，关键在于内因。
1	在当地最热门的职业是考公务员，其次是事业单位工作人员、国企白领。
0	大家一致认为，习总书记的讲话立意高远、内涵丰富，蕴含着质朴真挚的为民情怀、许党许国的担当精神，具有深刻的思想性和强烈的感染力。
1	王金平强调，国民党副总统参选人萧万长赴美时，向美国说明坚持不统、不独、不武，就是维持现状，为了台湾的安全。
1	据武汉市红十字会官网数据显示，截至2020年4月10日，武汉市红十字会共接收新冠疫情社会捐赠款超过17亿元；对比2016年武汉洪灾，二者相差几百倍。
1	省政府认真总结造成这种落后局面的原因，从指导思想上，明确树立起依靠科学技术，加快解决这一突出矛盾。
0	中国残疾人艺术团在香港演出的大型音乐舞蹈《我的梦》，受到了观众的热烈欢迎。
0	政府把“治污”作为最大的民生工程，出台了系列环保“铁腕”措施，大力治理污染，还给百姓碧水蓝天。
1	随着社会的进步和科学技术的发展，使多媒体辅助教学作为一种全新的现代化教学手段步进入中小学课堂。
0	近年来，随着足球运动的火爆，节假日“一场难求”，没场地踢的同题十分突出。
0	神秘建筑由两座细长的尖型结构和分布在四周的若干圆环组成，造型很像出现在类似《星球大战》这种电影中的外星飞船。
1	由于电影《中国机长》以真情动人，使它取得了意想不到的成功，深受广大观众赞誉。
1	祖国统一、民族和睦、社会稳定，是包括新疆同胞在内的全国各族人民的意愿，是中华民族的共同利益所在。任何制造事端、图谋分裂，是全国各族人民所不允许的。
0	《中国诗词大会》带着深埋于每个中国人心中的文化基因，用耳熟能详、打动人心的诗词，在带领观众重温中华经典诗词的同时，也让观众完成了一次领略中华优秀传统文化魅力的精神之旅。
0	2011－2012中超赛季，李章洙带领的中超新贵广州恒大队经过赛季初期的磨合，已经逐渐打造成型。其由中国国脚张琳芃领衔的后防和由欧冠射手克莱奥组成的锋线是球队立足中超前列的关键。
1	有人说刘谦出门全靠央视，正是央视“托”出了刘谦，当然，董卿的穿针引线也大有不火刘谦不罢休。
1	这个带形的草原，是基密尔大岭山洪冲成的一条不十分规则的河流，叫基密尔河……年深日久，冲击成厚厚的土层……淤成了一片大大小小的沼泽地，遍生着芦苇乌拉草。
1	出人意料的是，今年下半年，房价的疯涨，后来慢慢地稳定了。
1	2006年国家出台了促进农业农村发展的一系列激励政策、调控政策、财政保障政策和支持政策，极大地调动和激发了广大农民的积极性。
0	通报强调,元旦、春节将至,各级领导机关、领导干部要认真贯彻落实中央八项规定精神,坚决纠正“四风”(形式主义、官僚主义、享受主义和奢靡之风)。
1	事业单位大多数是服务行业，都要制定各自的职业道德和行为规范，促使从业人员养成良好的职业习惯和敬业奉献精神。
1	李亮不但会弹吉他，而且王强也会弹吉他．
0	听了张海迪的报告，许多同学感动得热泪盈眶。
1	他是坚强的舵手，他的生活之舟只因载满了阳光与欢笑，再也载不下一滴泪光。因为他坚信：只要心存阳光，阳光便会教你如何坚强。
1	我们学校同学虽然人数多，但是同学之间缺少沟通，所以希望建立个微信平台，推动同学之间的联系，拉近同学之间的距离。
1	航天员陈冬的两个双胞胎儿子“给这个小朋友5颗星星，那个小朋友3颗星星，给老师月亮”的许诺让陈冬发愁了。陈冬说，“幸好后来想到我这次在太空拍了很多星星的照片，可以把这些照片作为礼物送给他们。”
1	温哥华冬奥会女子500米速滑比赛中，比利时选手率先出现了重大失误，周洋趁机超过了她，获得了该项比赛的冠军。
1	文学评论家夏志清在《中国现代小说史》中发掘并论证了张爱玲、钱钟书、沈从文等重要作家的文学史地位，成为西方研究中国现代文学史的经典之作。
0	善读书不唯以增知获趣致雅为目的，也不唯要有吃书啃书的功夫，还要自觉克服读书中的障碍。
0	学习型组织的倡导者美国人比得?圣洁坚持认为，把人看作机器零部件的观念是人和人类组织成长过程中的一大障碍。
1	图书过度包装不仅让奢靡之风入侵文化领域，将真正爱书之人拒之门外，而且使消费者的图书购买力大大下降。
0	那些独具特色的老房子遍布青岛的大街小巷，犹如青岛的枝与叶，使得青岛这座别具风情的城市散发着浓郁的文化气息。
1	大堰河被贫苦的生活剥夺了受教育的权利，但却剥夺不了她内心世界的美丽丰富。虽然她与乳儿之间存在一种金钱关系，但这丝毫没影响她对乳儿的深切关爱。
1	傅雷以深厚的学养、真挚的父爱，倾听着万里之外儿子的每一次心跳和儿子前进路上可能出现的困难，用一封封书信传递着自己的惦念。
1	皖云茶业有限公司日前在上海市举办了大型的春茶新品发布暨招商会。“皖云茶业”是一家专注于六安瓜片种植、研发、生产及销售推广的产业一体化，营销中心设在上海。
0	我知道，看似无痕的雪地上其实有着细碎的纹饰：觅食禽鸟的小爪痕，拱开冰雪寻找草根的羊和野兔的足迹，还有还乡人凹陷的很快又会被雪重新填满的脚印。
0	在营房传达室坐着的两位来探亲的人，是二排战士严卫国、王晓理的父亲。
1	为平稳有序地度过目前电力紧张阶段，山西省将继续按照“保民生、保重点、保稳定”“先错峰、后避峰、再限电”，优先保障城乡居民生活正常用电和供热。
0	散文的生命，在于不管在什么时代，都可以读出永恒的价值。几十年前的《囚绿记》，放在今天的“文化地球”中，应该以全新的视角，赋予它全新的现代价值。
1	地铁紧张施工时，隧道突然塌方，工段长俞康华奋不顾身，用身体掩护工友的安全，自己却负了重伤。
1	从山西省发生的两起贫困生自杀事件中，我们不难看出国家助学政策在农村宣传不到位的问题，基层党委、政府和教育主管部门以及教育工作者应引起高度重视关注。
0	习近平主席说，毫不放松抓紧抓实抓细各项防控工作，不获全胜，决不轻言成功。
1	上海上港集团为球队聘请了执教经验丰富的瑞典教练埃里克松，在短短一年内就凭借丰富的经验把上港队打造成了一支中超强队，为上港集团争得了不少荣誉。
1	这家乒乓球馆设施齐全，可为乒乓球爱好者提供不同档次的球台、球拍、球衣、球鞋等乒乓器材
0	在全球性失业大潮前，政府刺激经济、增加就业的措施能否取得明显效果仍是未知数。心理学家和社会学家为失业人士开出药方，在危机中能拯救自己的只有自己。
1	各地中小学完善和建立了校园安全预防工作机制。
0	大量地阅读优秀的文学作品,不仅能增长人的知识,而且还能丰富人的感情。
1	智利矿难救援之所以能创造出奇迹的原因，是因为被困矿工表现出的冷静、乐观、自信以及永不放弃的精神。
0	通过“我心中的英雄”评选活动，全社会掀起了“崇尚英雄，精忠报国”的热潮。
1	《离骚》的作者是我国伟大的浪漫主义诗人屈原写的。
1	马克思一生历尽坎坷，他追求“共产国际”的事业，他所处的黑暗现实和他产生了不可调和的矛盾。
0	文明是一种修养，这种修养是从日常生活的细节中一点一滴积累起来的，有时生活习惯中的细节才是一个人是否文明的最真实表现。
1	天安门广场等七个红色旅游景点是否收门票的问题，国家旅游局新闻发言人在记者招待会上予以否认。
1	我国经济保持中高速增长，国内生产总值稳居世界第二，对世界经济增长贡献率超过30%左右。
1	中国第一部彩票法有望近期出台的好消息在彩民、投注站业主中产生了强烈的反响，纷纷呼吁彩票法尽早出台。
0	他是一个极为认真的人，无论对劳作，还是对生活。
1	为了防止酒驾事件不再发生，我市加大了巡查整治力度。
1	由中国国家博物馆举办的“中国国家典藏文物展”是新中国成立以来我国展览规模、档次、文物等级最高的一次特展。
1	曾经，剑桥大学的女生如果不穿着黑色连衣裙或搭配白色衬衫的黑色裙子，则不被允许进入校园，而男生则只被允许如黑色的西装和西裤类的衣物，并搭配白色有领衬衫和黑色袜子。
1	通过“停课不停学”网络学习，培养了我们自觉参与、主动思考的学习习惯。
1	截至2017年，我国的机动车保有量首次突破3忆辆大关。随着机动车保有量的快速增长，导致了越来越严重的拥堵现象。
0	家乡是我生身立命之地，乡亲们待我恩重情深。
1	驻青高校开展、筹备、策划的“我为峰会添光彩”活动，得到广大师生的热烈响应。
1	这篇文章多么深刻的蕴含着人生哲理啊！
1	第30届中国电视剧“飞天奖”颁奖典礼隆重地在杭州云栖小镇国际会展中心举行，几乎所有制作精良、积极向上的良心之作都入选了。
1	针对海岸种树不易成活、年年造林不见林，林业部门积极探索，勇于创新，推出了很多造林的新模式。
1	广大农村青年表现了无比的学科学学文化的积极性。
1	随着对网民需求的进一步挖掘，也随着传统企业“互联网转型”的深入，生活中出现越来越多具有“互联网特色”的网购家电产品的定制化势不可当。
1	一篇议论文观点正确，论据充分，结构完整，是衡量其好坏的重要标准。
1	在教育部公示的《通用规范汉字表》中，对44个汉字的字形进行了微调。
1	今年7月，昆明市出台了免费乘坐公交车的规定，受惠对象包括昆明市和外地来昆居住满一年的60岁以上老人，都可凭爱心卡免费乘坐公交车。
1	通过参加沈从文作品研读会，使我对富含浓郁地方气息的文学作品兴趣更大了。
0	南京郊外的阳山，有三块经人工雕凿、长达40米的巨大石头，专家认为这是朱棣为给朱元璋修建神功圣德碑选的碑材。
1	要写好高考作文，我们在平时就必须明确高考作文的能力要求。在下笔前，要注意审清题意，明确写作的中心，切忌不要匆匆下笔，结果离题万里。
0	湖南农业大学“耘园”油菜花试验田里的油菜花相继开放，成为校园中一道靓丽的风景线。
0	海岛保护法规定，沿海各级政府应加强对海岛的保护，以防海岛及其周边海域生态系统遭到破坏。
1	新来的王洋同学给我们留下了深厚的印象。
1	中国新诗诞生与五四运动前夕，它不断接受外来影响并融合在自己的民族风格中，涌现了大批诗人、作品、流派及其艺术风格。
0	北京时间9月15日，中国排协召开新闻发布会正式宣布，原中国女排助理教练俞觉敏接替王宝泉，担任中国女排国家队主教练。
1	谁也不会否认，优秀的学习成绩不是勤奋努力的结果。
0	索洛警告美国人当心枕木下的尸首，我也想警告某一些人，当心呻吟着的那些锭子上的冤魂！
1	对于这些问题，每个公民乃至我们高中生都不能忽视，因为它们关系到每个人的行为习惯、道德养成。
0	国务院深圳光明新区“12·20”滑坡灾害调查组经调查后认定，此次滑坡灾害是一起受纳场渣土堆填体的滑动事故，不是山体滑坡，不属于自然地质灾害，是一起生产安全事故。
1	由于电影《你好，李焕英》演绎了一段动人心弦的亲情故事，让很多观众在观影时潸然泪下。
1	蓝光能量比较高，可以透过眼睛晶状体直达视网膜，对其造成光学伤害，容易导致视力下降，引发白内障等疾病的发生。
1	G20峰会达成的《二十国集团创新增长蓝图》，将使我们在机制上有保障，行动上有计划，理念上有共识。
0	树立以病人为中心的服务观念，为病人提供高质量的服务，可让病人得到更多的心理安慰，也有利于提高医院的社会声誉和经济效益。
1	《北京欢迎你》以“同一个世界，同一个梦想”为主题，以北京普通人家的角度，用热情的音符表达北京奥运即将到来时人们的喜悦和北京奥运客人的欢迎。
0	所谓的“大数据杀熟”，有的人将其定义为互联网厂商利用自己所拥有的用户数据，对老用户实施价格欺诈的行为。
1	美国政府表示仍然支持强势美元，但这到底只是嘴上说说还是要采取果断措施，经济学家对此的看法是否定的。
1	由于海外华人的努力，中国的春节被很多亚洲国家和欧美城市所接受，甚至还把春节作为公共假日写入法规，显示出中国春节越来越浓厚的国际化色彩。
1	教育部日前发出通知，将通过网络、媒体，以图片和文字形式向学生征集春联、拜年短信，特别是如何“给祖国母亲拜大年”的好创意。
1	统计资料表明，本世纪初，西部已有42.2％的正副级教授退休，这使得短缺的西部人才雪上加霜。
0	2019年6月3日，国务院新闻办宣布，庆祝中华人民共和国成立70周年活动标识的所有权属于国务院新闻办。
1	分析指出，网络反腐的参与性、社会性、公开性，能有效补充党和国家机关内部自我监督的不足。
1	“伟大历程，辉煌成就”网上展馆运用全景观展技术，采取多媒体互动叠加图文、音视频，360度全景展示展览现场，全要素呈现展览内容。
0	地名作为一种社会文化形态和文化载体，记录着人类社会发展的历程、民族的变迁与融合、人们生活环境的发展变化，是重要的民族文化遗产。
1	在台湾作家李敖携全家赴浙江博物馆观看了包括明年将在台北合璧的《富春山居图》在内的馆内展品后，乘船游览了西湖，观看了《印象西湖》
1	黑黑的乌云和瓢泼的大雨从空中倾泻下来。
1	改革开放搞活了经济，农贸市场的货物琳琅满目，除了各种应时的新鲜蔬菜外，还有肉类，水产品，水果、葡萄、西红柿及各种调味品。
1	“记得绿罗裙，处处怜芳草”这两句诗，何以具有不朽的艺术魅力？原因之一，是因为它在你心中造出了“甜美的忧郁”这种境界。
1	贾母所住的正房大院，设置了一个垂花门、两边抄手游廊和一个安放着大理石插屏的空堂做掩映，既庄严肃穆，又表现出豪门贵族的气派。
1	岁末年至，中央纪委针对公车私用，舌尖上的浪费，公款印制寄送贺卡等突出问题，发出要求坚决刹住腐败之风
1	阐明、发现大自然和人类社会的发展归律，关键不在于个人身份，而在于以实事求是的态度和慎思明辨的求知方法去探索。
1	此次《环境保护法》修订，历时两年，前后经过了多次审议，如今终于定稿，在环境先于经济的原则上已达成一致并写入法律。
0	安徽省扬子鳄繁殖研究中心主任谈到，目前我国野生扬子鳄列属世界上23种极度濒危野生鳄种之一，数量略有上升，但仍不超过150条，比大熊猫更稀有，保护形势依然严峻。
1	中国冰雪健儿们在温哥华冬奥会取得的战绩，再一次说明中国队不管是男女项目还是团体项目，抑或是各单项，都取得了长足进步。
1	最近我这位朋友去了一趟南方，回来以后，结果他的思想依然如故。
1	磁州瓷器工艺精湛，具有高雅、时尚、个性的艺术享受，是一种观赏价值极高的艺术品。
0	学习成绩能否提高，主要取决于学生自身是否努力。
1	互联网金融放宽了融资者和投资者的准入门槛，极大地满足了小微企业和个人的融资需求，促进了市场竞争。
0	“记得绿罗裙，处处怜芳草”这两句诗，何以具有不朽的艺术魅力？原因之一，是它在读者心中营造了“甜美的忧郁”这种境界。
1	由于“双十一”期间下单的包裹往往需要10天甚至更长时间才能全部派送到位，引发了消费者“快递变慢递”的怨言。
1	临近高考，作文素材的积累非常重要。考生可以将素材当作作文题目所给定的材料有意识训练自己审题、行文、立意、拟题的能力。
1	现在有些网站提供免费的个人主页，你只要将个人信息公开放在指定位置，网站就可以从中了解你的个人情况。
1	日本能否在短时间内消除核泄漏带来的严重污染，依赖于科学技术及政府的重视。
1	即使看见人，虽是自己的主人，也总惴惴的，有如在白天出穴游行的小鼠；否则不然呆坐着，直是一个木偶人。
1	“霸王”本是令许多人讨厌的一个词语，但随着社会经济的发展以及人们价值观念的提高，语言王国的“霸王”类词语逐渐兴盛起来，如浴霸、彩霸等。
1	小学漫长的六年一下子过去了。
1	虽然天气寒冷，但我们要经常开窗通风，这有助于降低流感病毒的扩散。
1	昨天中午，一辆大陆旅行团乘坐的游览车在台湾桃园发生车祸造成车上26人全部遇难的严重后果。
1	《西游记》重播了约3000多次，是世界上重播率和收视率最高的电视剧。一部《西游记》孤独地存在着，它的辉煌恰恰见证了国产剧的无奈。除了孙悟空，我们还能找出像蜘蛛侠、超人、钢铁侠这样的人物吗？
1	“新生代农民工”自从被列入政府重点关注的对象之后，各级政府积极行动，将关心新生代农民工成长作为下一年度的工作重点。
1	根据规划，未来5年，我国将至少发射100个左右航天器，包括卫星、飞船、探测器等，绝大多数为我国生产、使用，也有小部分将满足国际市场需求。
0	做好环境公益投诉工作，需要法院、检察院、环保部门、社会组织及立法机关的多方参与，如此才能让环境公益诉讼之路越来越顺畅。
0	中央电视台推出的《朗读者》展现的是真实人物的情感，发挥了文化感染人、鼓舞人、教育人的传导作用。
0	文件对经济领域中的一些问题，从理论上和政策上作了深刻的说明和详细的规定。
1	因为遇到再大的困难，所以工程技术人员总能解决。
1	韩剧能够在亚洲地区走红，主要原因是编剧和导演对传统文化的高度重视功不可没。
1	为了防止这类小煤窑的安全事故不再发生，市里采取了相应措施，加强了对小煤窑的管理。
0	世界银行指出，美国发生的“9·11”恐怖袭击事件将会延长东南亚地区经济萧条的时间，从而对该地区的人口造成伤害。
1	李老师看到他俩非常高兴，就急忙从车上下来，把他们叫到一边询问有关情况。
1	在母亲的言传身教下，孩子们养成了爱劳动、勤俭节约的良好行为。
0	中国科技创新成果交流会永久落户武汉，这是武汉加快建设国家创新型城市的硕果。
0	信息产业部21日启动“阳光绿色网络工程”系列活动，活动将持续一年，全面治理互联网、移动通信网上违法不良信息，倡导网络文明。
1	这次招聘，很多应聘者曾多年担任外资企业的中高层管理岗位，有较丰富的管理经验。
1	年月日，以美国为首的北约，悍然轰炸我驻南使馆，邵云环等三位烈士遇难。
1	从目前的现状来看，今年夏季粮食全面丰收已成定局，各地正抓紧时间，积极准备，政府有关部门已派出工作组到夏收一线，指导和服务夏收工作。
1	在2015年亚洲女排锦标赛决赛中，中国女排直落三局完胜劲敌韩国，时隔4年再次重夺亚锦赛冠军，消息传来，国人振奋。
1	金沙湖景区修剪和栽种树木也着眼在画意。
1	专家指出，针对前不久“山西地震谣言”事件，国家必须加快相关立法进程和打击力度，以便有效遏制通过网络散播流言这一恶劣现象。
0	国家文物局将用十年时间，开展并完成长城资源调查，建立长城文物档案，编制《长城保护总体规划》，对长城重点地段进行抢救保护等工作。
1	我们也是从现场的听证会得知了孙杨在2018年9月4日当晚发生的一系列事情得到了基本的还原。
0	流亡生活、高度的文化修养、痛苦的心境和肖邦对自己使命的不凡见解，使这画面复杂化了，或者说，像一层雾遮蔽了这些画面。
1	“全国文明城市”是反映城市整体文明水平的荣誉称号，是最有价值的无形资产和最重要的城市品牌，通过“创文”活动，可以提高人民生活质量和水平。
0	端午节，吃粽子只是内容之一，它更是除秽祛病的卫生节，也是诗人节、运动节、女儿节；除了吃粽子，人们还要在这一天挂菖蒲、赛龙舟、祭屈原等。
0	我们沿着小路散步到井房，房顶上盛开的金银花芬芳扑鼻。
0	它们将得出这样一个结论：睡莲之所以能够不被触摸而动，是因为有一种看不见的神秘力在对它起作用。
0	纬度、经度、高下的差异和古今的差异是决定物候现象来临迟早的因素。
1	用花木装点居室是，相对矮小的五针松、文竹、吊兰以及微型盆景等，最好放在茶几、案头或博古架处较合适。
1	2021年9月在深圳举办的第十七届中国国际文化产业博览交易会，有达到70%以上的全国文化产业龙头企业参展，充分展现了“新时代、新文博、新会展、新内容、新成效”的风貌。
1	在本轮限购令中，各地主要对购房条件、购房数量作出规定，其中户籍成为已公布“限购令”城市的重要调控手段。
0	中国国民党主席连战成功访问大陆，开创了国共对峙大半个世纪、两岸分治50多年历史的新一页。
1	《战狼2》于10月28日下架，总票房大约57亿左右，成为华语电影票房冠军。
0	在天安门前璀璨的华灯下，我又想起这位亲爱的战友来。
1	近日，十岁女孩小琴的父母在孩子受伤离世后自愿捐出孩子的器官，让五名患者重获生，这件事经媒体报道后，深受社会各界所称颂。
1	在俄政府接连出台救市举措的同时，国际油价也出现小幅反弹。这在一定程度上提升了卢布，目前美元对卢布汇率正逐步返回1比50的安全线。
1	龙卷风是大气中最强烈的涡旋现象，影响范围虽小，但破坏力极大，经过之处，常会发生拔起大树、掀翻车辆、摧毁建筑物。
0	256次列车运行途中．广播点歌、宣读家书等活动丰富多彩，车厢里一派欢乐、祥和的气氛。
0	珠海航展首次亮相的“飞豹”FBC—1,是我国自行研制的全天候新型超音速歼击轰炸机，也是目前中国唯一一种国产的能够飞到南沙群岛完成攻击轰炸任务后返航，并且中途不用加油的飞机。
0	中国、巴西、南非和印度在哥本哈根会谈中组成了一支重要力量，四国的团结行动对《哥本哈根协议》的最终通过发挥了关键作用。
0	临行时我珍重地开释了这永不屈服于黑暗的囚人。我把瘦黄的枝叶放在原来的位置上，向它致诚意的祝福，愿它繁茂苍绿。
1	巧得很，首次“中国信息化专家论坛”的特邀主持人张树新，正是当初“网络文化丛书”的始作俑者。
0	十一月开学后二周，我们学校九年级开展了理化生实验抽翻活动。
1	今年以来，云南、贵州等地闹“旱灾”，现在，曾被“水荒”困扰下的百姓们逐渐觉悟，节水意识大大增强。
1	金乌炭雕工艺精湛，采用纯天然燃料着色，具有高雅、时尚、个性的艺术享受，还能吸附有毒有害气体，是一种环保艺术品。
1	随着国家信用体制的建设，公民不仅将拥有统一的社会信用代码，到 2017 年，还会有一个集合金融、工商登记、税收缴纳、交通违章等的统一平台建成，实现信息资源共享。
1	吴承恩也参与这班文士们的游宴活动，但身份和物质条件方面毕竟悬殊很大，别人是有钱有职有闲，而他则无钱无职无闲，有时处境十分难堪。
0	在当今商品经济时代，当诗歌失去往昔荣耀而逐渐远离我们的时候，读到这样一首清纯明净、催人奋然前行的祖国颂歌，真是难得的精神享受。
0	在电影娱乐化倾向日益严重的情况下，对历史的追问，对生命的尊重，对人性的关怀，使《一九四二》成为极具社会责任感的作品。
1	根据最新数据显示，中国已在154个国家建立了548所孔子学院，学员总数达187万人。
1	气候由暖干向暖湿转变既有利于干旱地区植被的改善，生态环境的扩大，也有助于绿洲农业生产力的提高。
0	雷锋的钉子精神，是值得我们学习的。
0	金庸继承了古典武侠技击小说的写作传统，又在现代阅读氛围中对这一传统进行了空前的思想革命与技法创新，形成了“新派武侠”风格，其作品风靡整个华人世界。
1	《朗读者》开播后，许多广电名嘴、企业职工、机关干部、退休教师、留学生吟诵社等朗诵爱好者，纷纷加入文化经典诵读的行列。
1	浙江在推进21世纪海上丝绸之路的建设的过程中，高度重视以大数据、人工智能、物联网为代表的新一代信息技术的应用、创新和研发，不断畅通信息路径，共享数据资源，实现高质量发展。
1	英国《每日邮报》的一则报道再次吸引中国人对“洋垃圾”问题的关注，据悉，英国每年上千万吨垃圾运往亚洲填埋，其中至少200万吨进入中国。
1	现在各个学校都加强了法制教育，以防止青少年学生不违法、犯法。
1	弱势群体的产生是由于经济利益和社会权利分配不公、社会结构不协调不合理的结果，给予这个群体关怀是政府部门不可推卸的责任。
0	通过对消费场所的各要素进行数字化、智能化处理，人工智能技术开始在实体店应用。
0	美国大选尘埃落定，这场选举和上半年英国退欧公投、以及今年国际政坛发生的其他一系列突然变故，共同构成了2016年世界进程的标志性事件。它们表明，21世纪正在出现不同于20世纪的世界政治新趋势。
0	羊年春节，铺天盖地的各类网络红包，让人们感受到了浓浓的年味。
0	曹丕和曹植本是亲兄弟，然而，为了争权夺势，曹丕竟然不顾手足情，威逼曹植在七步之内吟成一首诗。
1	规划建设雄安新区，对于探索人口经济密集地区优先开发、调整优化京津冀城市布局和空间结构具有重大现实意义和深远历史意义。
1	火箭队进入季后赛其实只是时间问题。虽然他们损失了球星麦克格雷迪、防守大将巴蒂尔，但在全体将士的努力下，仍然堪称一个出色的赛季。
1	在央视的文化栏目《国家宝藏》中，通过明星守护人的讲述，使观众看到了国宝的“前世今生”。
1	国产大C919首飞成功后，各参研参试单位纷纷表示，要发奋努力把大型客机打造成建设创新型国家和制度强国的标志性工程。
1	这次“凤凰”袭击台湾，不但马英九坐镇灾害应变中心，听取了各单位防灾简报，而且逐一点出各县市的防灾重点，重现昔日台北市长的应变精神。
1	公安民警决不会具体指导市民如何进行银行转账，也从未提供过所谓的“安全账户服务”，不要上当受骗。至于正常的电话欠费，电信公司会先发送欠费催款单，不会直接打电话。
1	城市竞争力的高低，不仅取决于硬环境，还取决于社会秩序、公共道德、文化氛围、教育水准等诸多人文元素组成的软环境。
0	最新一期的美国财经杂志《福布斯》显示：“股神”沃伦•巴菲特不仅个人净资产在33天内增加了80亿美元，而且还击败了微软公司创始人比尔•盖茨，登上首富宝座。
1	马克思、恩格斯、列宁的著作不容易译好，它要求翻译人员具有相当高的政治水平和业务水平才能胜任。
1	语文课程对于发扬和继承中华民族的优秀传统文化具有不可替代的优势。
1	几年来，随着教育教学改革的不断深化，高校学生的培养深受社会广大用人单位的欢迎，就业率明显提高。
0	梁山一百单八将里面，最接近“正常人”的是林冲。他不想上梁山；他有着满脑子的主流社会观念，想着混个大官，好“封妻荫子”
1	在第40个国际博物馆日到来之际，本市历时三年开展的第一次全国可移动文物普査工作，昨日交出了首份答卷。
1	李克强总理在政府工作报告中第一次提到了“创客”这个网络新词进入了官方词汇，有着更多耐人寻味的深意。
1	不少学生偏食、挑食，导致蛋白质的摄入量偏低，钙、锌、铁等营养素明显不足，营养状况不容令人乐观。
0	甲骨文通过了联合国教科文组织委员会评审，成功入选《世界记忆名录》。
1	在北京奥林匹克公园，“玲珑塔”上北京冬奥会倒计时牌显示剩下不到一年左右的时间，“冰雪之约”越来越近。
1	彭女士从去年至今共违章79次，扣213分，按相关规定，她要重考理论18次才能继续开车上路，令网友叹为观止。
1	曾在橙红色跑道上出尽风头的王军霞，在这次城运会女子5000比赛中，竟比自己平时最好成绩慢了近30秒左右，似乎大失水准，让人百思不解。
1	不单单冲进跑道拦飞机这种行为在道德上备受指责，而且应在法律层面上接受相关处罚。
0	我们历来主张向外国先进的科学文化学习和借鉴，而且已经这样做了；但我们也历来反对盲目照搬外国，全盘西化，事实证明，那样做是极端错误的。
0	有人认为“中国汉字听写大会”听写的字词古怪生僻，有故意刁难人的嫌疑，但更多的人则认为这种比赛有助于拯救汉字危机，弘扬中华文化。
1	博土教育一旦以满足社会对“具有博士学位人才”的需要为目的，就必然会走向规模迅速扩大而质量急剧下滑。
1	新疆和平解放后，“东突”势力不甘心失败，在国际反华势力的支持下，伺机分裂破坏活动。
1	围绕“韵”为核心的书法艺术，并不以精熟的技巧和繁复的法度程序为最高境界，相反，它崇尚的是那种言语不能传达的意味。
0	亚洲文明对话大会，为促进亚洲及世界各国文明的共同发展提供一个新的平台。
1	当灵感迸发、文思泉涌时，美妙的文辞会源源不断地流泻到笔下，这都源于作者平时注重知识和生活的积累为基础。
1	随着生活水平的提高，生活节奏的加快，关注大众的身体健康，增强民众的自我保健意识则愈加显得越来越重要。
1	这是一个英雄的母亲，是一个有着坦荡胸怀的母亲。
0	“3·15”　不是什么特定的节日，它所表达的是一种诉求和愿望：希望在商家和消费者之间建立一种和谐健康的关系，希望维权意识深入到每一个消费者的心中，希望我们的消费环境不断得到改善。
1	弃不弃核这一实质性问题，朝鲜的诉求是与美国举行双边会谈，因而改善朝美关系，而核武器是朝鲜最大的砝码，也是问题的症结。
1	据世界野生动物保护协会的最新统计，目前全世界野生动物园总数至少有900家以上。
0	聆听了张老师的“数学之美和数学的无处不在”的讲座后，同学们都感到收获很大，学习数学的热情得到了极大的激发。
0	天舟一号的成功发射和“太空加油”等一系列关键技术的验证完成，标志着我国载人航天工程“三步走”发展战略进入了第三步一一空间站阶段。
1	近来各地事故多发，有关部门通知要求必须高度重视人民群众的生命财产。
